mir,disease
hsa-mir-150,Esophageal Squamous Cell Carcinoma
hsa-mir-150,Peripheral Nerve Injuries
hsa-mir-150,Brain Neoplasms
hsa-mir-150,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-150,Ischemia
hsa-mir-150,Multiple Myeloma
hsa-mir-150,Myocardial Infarction
hsa-mir-150,Head and Neck Neoplasms
hsa-mir-150,"Lymphoma, T-Cell, Cutaneous"
hsa-mir-150,Lupus Nephritis
hsa-mir-150,"Melanoma, Experimental"
hsa-mir-150,Carcinoma
hsa-mir-150,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-150,Macular Degeneration
hsa-mir-150,Lymphoma
hsa-mir-186,"Leukemia, Myeloid, Acute"
hsa-mir-186,Myocardial Reperfusion Injury
hsa-mir-186,Kidney Neoplasms
hsa-mir-186,Hyperalgesia
hsa-mir-186,Osteoporosis
hsa-mir-186,Endometrial Neoplasms
hsa-mir-186,Prostatic Neoplasms
hsa-mir-186,Neoplasm Metastasis
hsa-mir-186,Skin Neoplasms
hsa-mir-186,Nasopharyngeal Neoplasms
hsa-mir-186,Adenocarcinoma
hsa-mir-186,Atherosclerosis
hsa-mir-186,Breast Neoplasms
hsa-mir-186,"Carcinoma, Hepatocellular"
hsa-mir-186,Melanoma
hsa-mir-186,Lung Neoplasms
hsa-mir-186,"Carcinoma, Squamous Cell"
hsa-mir-186,Bone Neoplasms
hsa-mir-186,Ovarian Neoplasms
hsa-mir-186,Liver Neoplasms
hsa-mir-186,Mouth Neoplasms
hsa-mir-186,Nasopharyngeal Carcinoma
hsa-mir-186,"Glomerulonephritis, Membranous"
hsa-mir-186,Bile Duct Neoplasms
hsa-mir-186,Urinary Bladder Neoplasms
hsa-mir-186,HIV Infections
hsa-mir-186,"Carcinoma, Renal Cell"
hsa-mir-186,"Arthritis, Experimental"
hsa-mir-186,Neoplasm Invasiveness
hsa-mir-186,Colonic Neoplasms
hsa-mir-186,Uterine Cervical Neoplasms
hsa-mir-186,Cholangiocarcinoma
hsa-mir-186,"Carcinoma, Ovarian Epithelial"
hsa-mir-186,Polycystic Ovary Syndrome
hsa-mir-186,"Carcinoma, Pancreatic Ductal"
hsa-mir-186,Pancreatic Neoplasms
hsa-mir-186,Carcinogenesis
hsa-mir-186,Colorectal Neoplasms
hsa-mir-186,Osteonecrosis
hsa-mir-186,Stomach Neoplasms
hsa-mir-186,Retinoblastoma
hsa-mir-186,Sepsis
hsa-mir-186,"Cell Transformation, Neoplastic"
hsa-mir-186,Glioblastoma
hsa-mir-186,Esophageal Squamous Cell Carcinoma
hsa-mir-186,Osteosarcoma
hsa-mir-186,Squamous Cell Carcinoma of Head and Neck
hsa-mir-186,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-186,Lymphatic Metastasis
hsa-mir-186,Neuroblastoma
hsa-mir-186,Neuralgia
hsa-mir-186,Triple Negative Breast Neoplasms
hsa-mir-186,Brain Ischemia
hsa-mir-186,Brain Neoplasms
hsa-mir-186,Mucocutaneous Lymph Node Syndrome
hsa-mir-186,Ischemia
hsa-mir-186,Osteoarthritis
hsa-mir-186,Head and Neck Neoplasms
hsa-mir-186,Myocardial Infarction
hsa-mir-186,Multiple Myeloma
hsa-mir-186,Glioma
hsa-mir-186,Esophageal Neoplasms
hsa-mir-186,Blood Coagulation Disorders
hsa-mir-186,Acute Lung Injury
hsa-mir-186,"Osteoporosis, Postmenopausal"
hsa-mir-186,Adenocarcinoma of Lung
hsa-mir-186,Stroke
hsa-mir-186,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-186,Reperfusion Injury
hsa-mir-195,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-195,Endometrial Neoplasms
hsa-mir-195,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-195,Aortic Valve Disease
hsa-mir-195,"Carcinoma, Hepatocellular"
hsa-mir-195,Premature Birth
hsa-mir-195,Meningeal Neoplasms
hsa-mir-195,"Carcinoma, Renal Cell"
hsa-mir-195,Neoplasm Invasiveness
hsa-mir-195,Colonic Neoplasms
hsa-mir-195,Thyroid Neoplasms
hsa-mir-195,"Thyroid Cancer, Papillary"
hsa-mir-195,Stomach Neoplasms
hsa-mir-195,Endometriosis
hsa-mir-195,Hemangioblastoma
hsa-mir-195,Bicuspid Aortic Valve Disease
hsa-mir-195,Osteosarcoma
hsa-mir-195,Triple Negative Breast Neoplasms
hsa-mir-195,Cognitive Dysfunction
hsa-mir-195,Wilms Tumor
hsa-mir-195,Esophageal Neoplasms
hsa-mir-195,Leg Ulcer
hsa-mir-195,"Colitis, Ulcerative"
hsa-mir-195,Hirschsprung Disease
hsa-mir-195,Nasopharyngeal Neoplasms
hsa-mir-195,Adenocarcinoma
hsa-mir-195,Intracranial Arteriovenous Malformations
hsa-mir-195,Endotoxemia
hsa-mir-195,"Neoplasm Recurrence, Local"
hsa-mir-195,Prostatic Hyperplasia
hsa-mir-195,Pancreatic Neoplasms
hsa-mir-195,Carcinogenesis
hsa-mir-195,Colorectal Neoplasms
hsa-mir-195,Ossification of Posterior Longitudinal Ligament
hsa-mir-195,"Diabetes, Gestational"
hsa-mir-195,Chemical and Drug Induced Liver Injury
hsa-mir-195,Central Nervous System Neoplasms
hsa-mir-195,Neuroblastoma
hsa-mir-195,Glioma
hsa-mir-195,Diabetic Foot
hsa-mir-195,Heart Valve Diseases
hsa-mir-195,Rectal Neoplasms
hsa-mir-195,Kidney Neoplasms
hsa-mir-195,Osteoporosis
hsa-mir-195,Neoplasm Metastasis
hsa-mir-195,Skin Neoplasms
hsa-mir-195,Diabetic Retinopathy
hsa-mir-195,Liver Cirrhosis
hsa-mir-195,Melanoma
hsa-mir-195,Lung Neoplasms
hsa-mir-195,"Carcinoma, Squamous Cell"
hsa-mir-195,Bone Neoplasms
hsa-mir-195,Ovarian Neoplasms
hsa-mir-195,Liver Neoplasms
hsa-mir-195,Urinary Bladder Neoplasms
hsa-mir-195,Uterine Cervical Neoplasms
hsa-mir-195,Polycystic Ovary Syndrome
hsa-mir-195,Arteriovenous Fistula
hsa-mir-195,"Diabetes Mellitus, Experimental"
hsa-mir-195,Enterovirus Infections
hsa-mir-195,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-195,"Cell Transformation, Neoplastic"
hsa-mir-195,Sepsis
hsa-mir-195,Glioblastoma
hsa-mir-195,Squamous Cell Carcinoma of Head and Neck
hsa-mir-195,Lymphatic Metastasis
hsa-mir-195,Osteoarthritis
hsa-mir-195,Adenocarcinoma of Lung
hsa-mir-195,Prostatic Neoplasms
hsa-mir-195,Calcinosis
hsa-mir-195,Aortic Valve Stenosis
hsa-mir-195,Meningioma
hsa-mir-195,Breast Neoplasms
hsa-mir-195,Mouth Neoplasms
hsa-mir-195,Alzheimer Disease
hsa-mir-195,Noonan Syndrome
hsa-mir-195,Nasopharyngeal Carcinoma
hsa-mir-195,Cholangiocarcinoma
hsa-mir-195,"Carcinoma, Ovarian Epithelial"
hsa-mir-195,Pre-Eclampsia
hsa-mir-195,"Carcinoma, Ductal, Breast"
hsa-mir-195,Heart Diseases
hsa-mir-195,Esophageal Squamous Cell Carcinoma
hsa-mir-195,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-195,Cerebral Infarction
hsa-mir-195,Brain Neoplasms
hsa-mir-195,Ischemia
hsa-mir-195,Head and Neck Neoplasms
hsa-mir-195,Mycosis Fungoides
hsa-mir-195,Laryngeal Neoplasms
hsa-mir-195,Carcinoma
hsa-mir-195,Heart Failure
hsa-mir-195,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-206,Endometrial Neoplasms
hsa-mir-206,"Neoplasms, Hormone-Dependent"
hsa-mir-206,Atherosclerosis
hsa-mir-206,"Encephalitis, Viral"
hsa-mir-206,Spinal Muscular Atrophies of Childhood
hsa-mir-206,"Carcinoma, Hepatocellular"
hsa-mir-206,"Carcinoma, Renal Cell"
hsa-mir-206,Neoplasm Invasiveness
hsa-mir-206,Colonic Neoplasms
hsa-mir-206,"Carcinoma, Pancreatic Ductal"
hsa-mir-206,"Thyroid Carcinoma, Anaplastic"
hsa-mir-206,Thyroid Neoplasms
hsa-mir-206,Rhabdoid Tumor
hsa-mir-206,"Neoplasms, Connective and Soft Tissue"
hsa-mir-206,"Thyroid Cancer, Papillary"
hsa-mir-206,Stomach Neoplasms
hsa-mir-206,Endometriosis
hsa-mir-206,Osteosarcoma
hsa-mir-206,Triple Negative Breast Neoplasms
hsa-mir-206,Orthomyxoviridae Infections
hsa-mir-206,"Muscular Atrophy, Spinal"
hsa-mir-206,Hyperglycemia
hsa-mir-206,Coronary Artery Disease
hsa-mir-206,Esophageal Neoplasms
hsa-mir-206,"Colitis, Ulcerative"
hsa-mir-206,Hirschsprung Disease
hsa-mir-206,Adenocarcinoma
hsa-mir-206,Cerebellar Neoplasms
hsa-mir-206,"Neoplasm Recurrence, Local"
hsa-mir-206,"Muscular Dystrophies, Limb-Girdle"
hsa-mir-206,Bile Duct Neoplasms
hsa-mir-206,"Myasthenic Syndromes, Congenital"
hsa-mir-206,Pancreatic Neoplasms
hsa-mir-206,Carcinogenesis
hsa-mir-206,Colorectal Neoplasms
hsa-mir-206,Neuroblastoma
hsa-mir-206,Rhabdomyosarcoma
hsa-mir-206,Muscle Neoplasms
hsa-mir-206,Myoepithelioma
hsa-mir-206,Glioma
hsa-mir-206,"Rhabdomyosarcoma, Embryonal"
hsa-mir-206,Familial Primary Pulmonary Hypertension
hsa-mir-206,Coxsackievirus Infections
hsa-mir-206,Reperfusion Injury
hsa-mir-206,Kidney Neoplasms
hsa-mir-206,Corneal Injuries
hsa-mir-206,Neoplasm Metastasis
hsa-mir-206,Skin Neoplasms
hsa-mir-206,Melanoma
hsa-mir-206,Lung Neoplasms
hsa-mir-206,Bone Neoplasms
hsa-mir-206,"Carcinoma, Squamous Cell"
hsa-mir-206,Ovarian Neoplasms
hsa-mir-206,Liver Neoplasms
hsa-mir-206,Muscle Weakness
hsa-mir-206,Uterine Cervical Neoplasms
hsa-mir-206,Neurotoxicity Syndromes
hsa-mir-206,Lung Injury
hsa-mir-206,Keratitis
hsa-mir-206,"Cell Transformation, Neoplastic"
hsa-mir-206,Femur Head Necrosis
hsa-mir-206,Glioblastoma
hsa-mir-206,"Hypertension, Pulmonary"
hsa-mir-206,Squamous Cell Carcinoma of Head and Neck
hsa-mir-206,Myositis
hsa-mir-206,Lymphatic Metastasis
hsa-mir-206,Medulloblastoma
hsa-mir-206,"Osteoarthritis, Knee"
hsa-mir-206,Corneal Opacity
hsa-mir-206,Osteoarthritis
hsa-mir-206,"Carcinoma, Endometrioid"
hsa-mir-206,"Influenza, Human"
hsa-mir-206,Hemangioma
hsa-mir-206,"Osteoporosis, Postmenopausal"
hsa-mir-206,Sarcoma
hsa-mir-206,Adenocarcinoma of Lung
hsa-mir-206,Gallbladder Neoplasms
hsa-mir-206,Myocardial Reperfusion Injury
hsa-mir-206,"Leukemia, Myeloid, Acute"
hsa-mir-206,"Sarcoma, Synovial"
hsa-mir-206,"Muscular Dystrophy, Duchenne"
hsa-mir-206,Prostatic Neoplasms
hsa-mir-206,Corneal Neovascularization
hsa-mir-206,Breast Neoplasms
hsa-mir-206,Non-alcoholic Fatty Liver Disease
hsa-mir-206,Alzheimer Disease
hsa-mir-206,Nasopharyngeal Carcinoma
hsa-mir-206,"Neoplasms, Glandular and Epithelial"
hsa-mir-206,Cholangiocarcinoma
hsa-mir-206,"Carcinoma, Ovarian Epithelial"
hsa-mir-206,"Carcinoma, Papillary"
hsa-mir-206,Pre-Eclampsia
hsa-mir-206,Neurilemmoma
hsa-mir-206,"Rhabdomyosarcoma, Alveolar"
hsa-mir-206,"Carcinoma, Ductal, Breast"
hsa-mir-206,Esophageal Squamous Cell Carcinoma
hsa-mir-206,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-206,Chondrosarcoma
hsa-mir-206,Brain Neoplasms
hsa-mir-206,Ischemia
hsa-mir-206,Head and Neck Neoplasms
hsa-mir-206,Myocardial Infarction
hsa-mir-206,Muscular Atrophy
hsa-mir-206,Carcinoma
hsa-mir-206,Laryngeal Neoplasms
hsa-mir-206,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-320a,"Lung Diseases, Interstitial"
hsa-mir-320a,Kidney Neoplasms
hsa-mir-320a,Endometrial Neoplasms
hsa-mir-320a,Osteoporosis
hsa-mir-320a,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-320a,Prostatic Neoplasms
hsa-mir-320a,"Carcinoma, Adenoid Cystic"
hsa-mir-320a,Gastrointestinal Neoplasms
hsa-mir-320a,Skin Neoplasms
hsa-mir-320a,Neoplasm Metastasis
hsa-mir-320a,Gastrointestinal Stromal Tumors
hsa-mir-320a,Nasopharyngeal Neoplasms
hsa-mir-320a,Adenocarcinoma
hsa-mir-320a,Atherosclerosis
hsa-mir-320a,Cardiotoxicity
hsa-mir-320a,Breast Neoplasms
hsa-mir-320a,Melanoma
hsa-mir-320a,"Carcinoma, Hepatocellular"
hsa-mir-320a,Lung Neoplasms
hsa-mir-320a,"Carcinoma, Squamous Cell"
hsa-mir-320a,Bone Neoplasms
hsa-mir-320a,Ovarian Neoplasms
hsa-mir-320a,Liver Neoplasms
hsa-mir-320a,Urinary Bladder Neoplasms
hsa-mir-320a,"Carcinoma, Renal Cell"
hsa-mir-320a,"Scleroderma, Systemic"
hsa-mir-320a,Salivary Gland Neoplasms
hsa-mir-320a,Neoplasm Invasiveness
hsa-mir-320a,Colonic Neoplasms
hsa-mir-320a,"Carcinoma, Ovarian Epithelial"
hsa-mir-320a,Cholangiocarcinoma
hsa-mir-320a,Uterine Cervical Neoplasms
hsa-mir-320a,Polycystic Ovary Syndrome
hsa-mir-320a,Pancreatic Neoplasms
hsa-mir-320a,Pre-Eclampsia
hsa-mir-320a,Carcinogenesis
hsa-mir-320a,"Thyroid Cancer, Papillary"
hsa-mir-320a,Thyroid Neoplasms
hsa-mir-320a,"Neoplasms, Experimental"
hsa-mir-320a,Colorectal Neoplasms
hsa-mir-320a,Stomach Neoplasms
hsa-mir-320a,Placenta Diseases
hsa-mir-320a,Chemical and Drug Induced Liver Injury
hsa-mir-320a,"Cell Transformation, Neoplastic"
hsa-mir-320a,Heart Diseases
hsa-mir-320a,Multiple Sclerosis
hsa-mir-320a,"Arthritis, Rheumatoid"
hsa-mir-320a,Osteosarcoma
hsa-mir-320a,Squamous Cell Carcinoma of Head and Neck
hsa-mir-320a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-320a,Brain Ischemia
hsa-mir-320a,Brain Neoplasms
hsa-mir-320a,Osteoarthritis
hsa-mir-320a,Head and Neck Neoplasms
hsa-mir-320a,Leukemia
hsa-mir-320a,Helicobacter Infections
hsa-mir-320a,Multiple Myeloma
hsa-mir-320a,Coronary Artery Disease
hsa-mir-320a,Glioma
hsa-mir-320a,Carcinoma
hsa-mir-320a,Acute Lung Injury
hsa-mir-320a,"Osteoporosis, Postmenopausal"
hsa-mir-320a,Adenocarcinoma of Lung
hsa-mir-320a,Inflammatory Bowel Diseases
hsa-mir-320a,Colitis
hsa-mir-320a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-200c,Endometrial Neoplasms
hsa-mir-200c,"Carcinoma, Hepatocellular"
hsa-mir-200c,"Carcinoma, Renal Cell"
hsa-mir-200c,Neoplasm Invasiveness
hsa-mir-200c,Colonic Neoplasms
hsa-mir-200c,"Carcinoma, Pancreatic Ductal"
hsa-mir-200c,"Thyroid Carcinoma, Anaplastic"
hsa-mir-200c,Thyroid Neoplasms
hsa-mir-200c,"Thyroid Cancer, Papillary"
hsa-mir-200c,Peritoneal Neoplasms
hsa-mir-200c,Stomach Neoplasms
hsa-mir-200c,Endometriosis
hsa-mir-200c,Retinoblastoma
hsa-mir-200c,"Cystadenocarcinoma, Serous"
hsa-mir-200c,Respiratory Distress Syndrome
hsa-mir-200c,Osteosarcoma
hsa-mir-200c,Triple Negative Breast Neoplasms
hsa-mir-200c,Cognitive Dysfunction
hsa-mir-200c,Wilms Tumor
hsa-mir-200c,Esophageal Neoplasms
hsa-mir-200c,Uterine Neoplasms
hsa-mir-200c,"Carcinoma, Intraductal, Noninfiltrating"
hsa-mir-200c,Nasopharyngeal Neoplasms
hsa-mir-200c,Adenocarcinoma
hsa-mir-200c,"Neoplasm Recurrence, Local"
hsa-mir-200c,"Carcinoma, Basal Cell"
hsa-mir-200c,Burkitt Lymphoma
hsa-mir-200c,Bile Duct Neoplasms
hsa-mir-200c,Pancreatic Neoplasms
hsa-mir-200c,Carcinogenesis
hsa-mir-200c,Colorectal Neoplasms
hsa-mir-200c,Adenoma
hsa-mir-200c,Diabetes Mellitus
hsa-mir-200c,Glioma
hsa-mir-200c,Leiomyoma
hsa-mir-200c,Infertility
hsa-mir-200c,"Abortion, Spontaneous"
hsa-mir-200c,"Mammary Neoplasms, Animal"
hsa-mir-200c,Kidney Neoplasms
hsa-mir-200c,Neoplasm Metastasis
hsa-mir-200c,Skin Neoplasms
hsa-mir-200c,Diabetic Retinopathy
hsa-mir-200c,Glaucoma
hsa-mir-200c,Liver Cirrhosis
hsa-mir-200c,Melanoma
hsa-mir-200c,Lung Neoplasms
hsa-mir-200c,Bone Neoplasms
hsa-mir-200c,"Carcinoma, Squamous Cell"
hsa-mir-200c,Ovarian Neoplasms
hsa-mir-200c,Liver Neoplasms
hsa-mir-200c,"Neoplasms, Radiation-Induced"
hsa-mir-200c,Urinary Bladder Neoplasms
hsa-mir-200c,Pituitary Neoplasms
hsa-mir-200c,Memory Disorders
hsa-mir-200c,Uterine Cervical Neoplasms
hsa-mir-200c,Polycystic Ovary Syndrome
hsa-mir-200c,"Neoplasms, Experimental"
hsa-mir-200c,"Adenocarcinoma, Scirrhous"
hsa-mir-200c,"Cell Transformation, Neoplastic"
hsa-mir-200c,Glioblastoma
hsa-mir-200c,Squamous Cell Carcinoma of Head and Neck
hsa-mir-200c,Lymphatic Metastasis
hsa-mir-200c,Leiomyosarcoma
hsa-mir-200c,Retinal Neoplasms
hsa-mir-200c,"Carcinoma, Endometrioid"
hsa-mir-200c,"Influenza, Human"
hsa-mir-200c,Stomatitis
hsa-mir-200c,"Arrhythmias, Cardiac"
hsa-mir-200c,"Hepatitis B, Chronic"
hsa-mir-200c,Prostatic Neoplasms
hsa-mir-200c,Oral Submucous Fibrosis
hsa-mir-200c,Breast Neoplasms
hsa-mir-200c,Latent Infection
hsa-mir-200c,Pulmonary Fibrosis
hsa-mir-200c,Mouth Neoplasms
hsa-mir-200c,Alzheimer Disease
hsa-mir-200c,Skin Abnormalities
hsa-mir-200c,Esophageal Achalasia
hsa-mir-200c,Nasopharyngeal Carcinoma
hsa-mir-200c,Obesity
hsa-mir-200c,"Neoplasms, Glandular and Epithelial"
hsa-mir-200c,Intervertebral Disc Degeneration
hsa-mir-200c,"Carcinoma, Ovarian Epithelial"
hsa-mir-200c,Cholangiocarcinoma
hsa-mir-200c,Idiopathic Pulmonary Fibrosis
hsa-mir-200c,Esophageal Squamous Cell Carcinoma
hsa-mir-200c,Precancerous Conditions
hsa-mir-200c,Brain Neoplasms
hsa-mir-200c,Head and Neck Neoplasms
hsa-mir-200c,"Lymphoma, T-Cell, Cutaneous"
hsa-mir-200c,Mycosis Fungoides
hsa-mir-200c,Carcinoma
hsa-mir-200c,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-200c,Lymphoma
hsa-mir-155,Hypersensitivity
hsa-mir-155,"Lymphoma, B-Cell"
hsa-mir-155,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-155,Endometrial Neoplasms
hsa-mir-155,Intracranial Aneurysm
hsa-mir-155,Atherosclerosis
hsa-mir-155,Epstein-Barr Virus Infections
hsa-mir-155,Skin Diseases
hsa-mir-155,"Carcinoma, Hepatocellular"
hsa-mir-155,"Angina, Unstable"
hsa-mir-155,Vascular Calcification
hsa-mir-155,Status Epilepticus
hsa-mir-155,"Hepatitis C, Chronic"
hsa-mir-155,Marek Disease
hsa-mir-155,Pancreatitis
hsa-mir-155,"Carcinoma, Renal Cell"
hsa-mir-155,Neoplasm Invasiveness
hsa-mir-155,Colonic Neoplasms
hsa-mir-155,Kidney Diseases
hsa-mir-155,"Carcinoma, Pancreatic Ductal"
hsa-mir-155,Atrial Fibrillation
hsa-mir-155,"Thyroid Carcinoma, Anaplastic"
hsa-mir-155,"Thyroid Cancer, Papillary"
hsa-mir-155,Thyroid Neoplasms
hsa-mir-155,Stomach Neoplasms
hsa-mir-155,"Abortion, Habitual"
hsa-mir-155,Tuberculosis
hsa-mir-155,"Cystadenocarcinoma, Serous"
hsa-mir-155,"Fluorosis, Dental"
hsa-mir-155,Osteosarcoma
hsa-mir-155,Theileriasis
hsa-mir-155,Triple Negative Breast Neoplasms
hsa-mir-155,"Epilepsy, Temporal Lobe"
hsa-mir-155,Myocarditis
hsa-mir-155,Liver Diseases
hsa-mir-155,Borna Disease
hsa-mir-155,Helicobacter Infections
hsa-mir-155,Hyperglycemia
hsa-mir-155,Wilms Tumor
hsa-mir-155,Hodgkin Disease
hsa-mir-155,"Lymphoma, Non-Hodgkin"
hsa-mir-155,Coronary Artery Disease
hsa-mir-155,Esophageal Neoplasms
hsa-mir-155,Choline Deficiency
hsa-mir-155,Acute Lung Injury
hsa-mir-155,"Rhinitis, Allergic"
hsa-mir-155,Rhinitis
hsa-mir-155,Nasal Polyps
hsa-mir-155,Ischemic Stroke
hsa-mir-155,Lichen Sclerosus et Atrophicus
hsa-mir-155,"Lymphoma, T-Cell"
hsa-mir-155,"Colitis, Ulcerative"
hsa-mir-155,Acute Kidney Injury
hsa-mir-155,"Keratitis, Herpetic"
hsa-mir-155,"Kidney Failure, Chronic"
hsa-mir-155,beta-Thalassemia
hsa-mir-155,Adenocarcinoma
hsa-mir-155,Nasopharyngeal Neoplasms
hsa-mir-155,"Diabetes Mellitus, Type 1"
hsa-mir-155,"Liver Diseases, Alcoholic"
hsa-mir-155,"Leukemia, Lymphoid"
hsa-mir-155,Sinusitis
hsa-mir-155,HTLV-I Infections
hsa-mir-155,Liposarcoma
hsa-mir-155,"Neoplasm Recurrence, Local"
hsa-mir-155,"Liver Cirrhosis, Experimental"
hsa-mir-155,HIV Infections
hsa-mir-155,Pancreatic Neoplasms
hsa-mir-155,Neurofibroma
hsa-mir-155,Graft vs Host Disease
hsa-mir-155,"Lymphoma, Mantle-Cell"
hsa-mir-155,Colorectal Neoplasms
hsa-mir-155,Carcinogenesis
hsa-mir-155,Primary Myelofibrosis
hsa-mir-155,Chemical and Drug Induced Liver Injury
hsa-mir-155,Tongue Neoplasms
hsa-mir-155,"Arthritis, Rheumatoid"
hsa-mir-155,"Renal Insufficiency, Chronic"
hsa-mir-155,Neuroblastoma
hsa-mir-155,Neuralgia
hsa-mir-155,Bile Duct Diseases
hsa-mir-155,Root Resorption
hsa-mir-155,Bone Resorption
hsa-mir-155,Glioma
hsa-mir-155,Hepatitis C
hsa-mir-155,Ureteral Obstruction
hsa-mir-155,Diabetic Foot
hsa-mir-155,Hematologic Neoplasms
hsa-mir-155,Cystic Fibrosis
hsa-mir-155,"Lichen Planus, Oral"
hsa-mir-155,Pancreatic Diseases
hsa-mir-155,Coxsackievirus Infections
hsa-mir-155,Lymphoproliferative Disorders
hsa-mir-155,Inflammatory Bowel Diseases
hsa-mir-155,Graves Ophthalmopathy
hsa-mir-155,Reperfusion Injury
hsa-mir-155,Kidney Neoplasms
hsa-mir-155,"Encephalitis, Japanese"
hsa-mir-155,Osteoporosis
hsa-mir-155,West Nile Fever
hsa-mir-155,Pseudomonas Infections
hsa-mir-155,Neoplasm Metastasis
hsa-mir-155,Skin Neoplasms
hsa-mir-155,Corneal Injuries
hsa-mir-155,Asthma
hsa-mir-155,Myeloproliferative Disorders
hsa-mir-155,Metabolic Syndrome
hsa-mir-155,Liver Cirrhosis
hsa-mir-155,Melanoma
hsa-mir-155,Lung Neoplasms
hsa-mir-155,"Carcinoma, Squamous Cell"
hsa-mir-155,Bone Neoplasms
hsa-mir-155,Ovarian Neoplasms
hsa-mir-155,Liver Neoplasms
hsa-mir-155,Intervertebral Disc Displacement
hsa-mir-155,"Sarcoma, Kaposi"
hsa-mir-155,"Hepatitis, Autoimmune"
hsa-mir-155,"Lymphoma, Large-Cell, Anaplastic"
hsa-mir-155,"Hepatitis, Alcoholic"
hsa-mir-155,Urinary Bladder Neoplasms
hsa-mir-155,Staphylococcal Infections
hsa-mir-155,Amyotrophic Lateral Sclerosis
hsa-mir-155,Waldenstrom Macroglobulinemia
hsa-mir-155,"Lymphoma, Extranodal NK-T-Cell"
hsa-mir-155,Uterine Cervical Neoplasms
hsa-mir-155,Behcet Syndrome
hsa-mir-155,Polycystic Ovary Syndrome
hsa-mir-155,"Neoplasms, Experimental"
hsa-mir-155,Keratitis
hsa-mir-155,Enterovirus Infections
hsa-mir-155,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-155,"Cell Transformation, Neoplastic"
hsa-mir-155,Sepsis
hsa-mir-155,Choroidal Neovascularization
hsa-mir-155,Vitiligo
hsa-mir-155,Femur Head Necrosis
hsa-mir-155,Glioblastoma
hsa-mir-155,Squamous Cell Carcinoma of Head and Neck
hsa-mir-155,Lymphatic Metastasis
hsa-mir-155,"Hypoxia-Ischemia, Brain"
hsa-mir-155,"Lupus Erythematosus, Systemic"
hsa-mir-155,Sjogren's Syndrome
hsa-mir-155,Osteoarthritis
hsa-mir-155,Leukemia
hsa-mir-155,Sezary Syndrome
hsa-mir-155,Toxoplasmosis
hsa-mir-155,"Influenza, Human"
hsa-mir-155,Psoriasis
hsa-mir-155,"Hepatitis B, Chronic"
hsa-mir-155,Down Syndrome
hsa-mir-155,"Rhinitis, Allergic, Seasonal"
hsa-mir-155,Herpes Simplex
hsa-mir-155,Adenocarcinoma of Lung
hsa-mir-155,Gallbladder Neoplasms
hsa-mir-155,"Diabetes Mellitus, Type 2"
hsa-mir-155,"Cholangitis, Sclerosing"
hsa-mir-155,Biliary Atresia
hsa-mir-155,"Leukemia, Myeloid, Acute"
hsa-mir-155,Myocardial Reperfusion Injury
hsa-mir-155,Hyperuricemia
hsa-mir-155,Prostatic Neoplasms
hsa-mir-155,Diabetic Nephropathies
hsa-mir-155,Breast Neoplasms
hsa-mir-155,Pulmonary Fibrosis
hsa-mir-155,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-155,"Lymphoma, B-Cell, Marginal Zone"
hsa-mir-155,Mouth Neoplasms
hsa-mir-155,"Thyroiditis, Subacute"
hsa-mir-155,Nasopharyngeal Carcinoma
hsa-mir-155,Adenomatous Polyposis Coli
hsa-mir-155,Fatty Liver
hsa-mir-155,Nephrolithiasis
hsa-mir-155,Obesity
hsa-mir-155,"Scleroderma, Systemic"
hsa-mir-155,Intervertebral Disc Degeneration
hsa-mir-155,Intestinal Diseases
hsa-mir-155,"Carcinoma, Papillary"
hsa-mir-155,Pre-Eclampsia
hsa-mir-155,Uveal Neoplasms
hsa-mir-155,Esophageal Squamous Cell Carcinoma
hsa-mir-155,Brain Neoplasms
hsa-mir-155,Multiple Myeloma
hsa-mir-155,Myocardial Infarction
hsa-mir-155,Head and Neck Neoplasms
hsa-mir-155,"Lymphoma, T-Cell, Cutaneous"
hsa-mir-155,Mycosis Fungoides
hsa-mir-155,Lupus Nephritis
hsa-mir-155,Carcinoma
hsa-mir-155,"Melanoma, Experimental"
hsa-mir-155,Laryngeal Neoplasms
hsa-mir-155,Spinal Cord Injuries
hsa-mir-155,Heart Failure
hsa-mir-155,"Dermatitis, Atopic"
hsa-mir-155,Colitis
hsa-mir-155,Stroke
